Ticker,Mean_Return,Volatility,Sharpe,Corr_Tech,Corr_Energy,Corr_Financial,Corr_Healthcare,Corr_Consumer,Corr_Industrial,Corr_Crypto,Corr_Bonds,Corr_Market,Vol_Mean,Vol_Std,Vol_Range,Crisis_Mean,Crisis_Vol,Normal_Mean,Max_Drawdown,Avg_Drawdown,Drawdown_Duration,Skewness,Kurtosis,Downside_Vol,Win_Rate,Momentum_6M,Momentum_12M,Cluster
WMT,0.20789976130455243,0.2120288431362428,0.9805258484147029,0.27659310303322965,0.14205240830950536,0.28959661210857474,0.3433536751980209,0.5748327323061663,0.31206227294312466,0.13193685642262154,0.11678151325473429,0.34320172965574275,0.1949157898607506,0.07559487584973344,0.2375880330525187,0.001542395021214997,0.02443925356021275,0.0005854886899217266,-0.2573969412525737,-0.06768017520564516,339,-1.1018833353335784,12.171869306643424,0.17709923729209875,0.5551601423487544,0.11212534426349641,0.43987729751756444,4
JPM,0.17450507687680702,0.24802295865974008,0.7035843690430634,0.46891034450329133,0.39256746294943073,0.8500580187452386,0.45872557664958485,0.3857462425720344,0.648996091235824,0.26262508576274796,-0.005582561595328044,0.6070572411116985,0.23533909448782028,0.07762180776160775,0.26125347486481126,0.0011323910867834356,0.02840785717057316,0.0005456115690972191,-0.37929547146667225,-0.12374164632309097,522,0.3173321449056716,5.35416207583806,0.17247991227080128,0.5326215895610913,0.18844629375728417,0.27464416149241444,1
MA,0.15867422611454327,0.23673091264589038,0.6702725230983805,0.6385692119767392,0.3078698381895068,0.6895407503424523,0.5554021342865442,0.49726309393032603,0.6521638044770343,0.2770165491008224,0.14852580121513148,0.7173531741468279,0.2158894851924443,0.08866546355733333,0.2706989500489087,0.000943151798861538,0.02721153882327979,0.0005249968929921028,-0.28250336101200585,-0.07473108575379882,453,0.08614995850323827,3.508232668074933,0.16868334679262428,0.5302491103202847,0.10645605346622955,0.1189403388022876,1
PG,0.07585448823013699,0.17743045590010698,0.42751672955652514,0.22280029457016154,0.04539416684399612,0.3269212459797671,0.5368429574046378,0.7983883728005583,0.3296144497016057,0.06632739266197685,0.1961813291519396,0.3399384419419052,0.17130444918922735,0.04764817762649325,0.15548096668956524,4.892970963743342e-07,0.020162261228827926,0.0004013419019539699,-0.23772455841795986,-0.06295024744761447,417,-0.5049151218952403,3.593133221400015,0.1332596899599048,0.5373665480427047,-0.03776857643300291,0.04866651739818728,1
UNH,0.08050740960183866,0.24723387990879755,0.32563259384812937,0.20638656565930685,0.20966407444494412,0.311876207448436,0.5888750000117562,0.3724274474012728,0.31800305804784057,0.13632211438256386,0.04136181251071065,0.31587387386016963,0.24031481196876184,0.06341320266835905,0.21149494068292973,-0.000444235999368838,0.028318472905070387,0.0005744465971769505,-0.25903215881284153,-0.08000000153491198,524,-0.32737767187327976,3.786466601118089,0.1866671977008593,0.5338078291814946,-0.0944402480255292,0.06725788862593052,4
HD,0.05308763153490868,0.24888042678279784,0.21330577185661592,0.5546419471356625,0.2212482015424245,0.5441300639372552,0.5288899756260247,0.5102145810813152,0.6433140807040879,0.2350350178653782,0.35495493373758025,0.6376977618580605,0.23854948613286847,0.06531780999600317,0.2162324520578399,-0.00021982308578254333,0.027843682797111854,0.0003543883520516717,-0.3472935500642818,-0.17717517723182574,706,-0.22802955007672757,3.1110840706693215,0.1742120691715254,0.5160142348754448,-0.05605538738974969,-0.05664155222618383,1
DIS,-0.11746633501695757,0.29802114526199674,-0.3941543641599337,0.5404448767673846,0.30122411662041704,0.5526262135555294,0.374028156670191,0.32831148535514343,0.5424505067947225,0.30134715101768167,0.1080167942881838,0.5887650830304516,0.2828561948090489,0.08769508938884929,0.23734325324301253,-0.0016918808851500398,0.03415964713481962,-5.6908215253273395e-05,-0.5107026091799485,-0.34886975246617896,821,-0.3168313474938125,5.948773857885731,0.21769291517688308,0.4863582443653618,0.07332166405362472,-0.1337777962983563,1
BAC,0.0367497389597453,0.27430484560516505,0.13397407865205177,0.4734884723177366,0.43467002523388365,0.8570872146715045,0.4544139151607363,0.39170304607263207,0.6575206212624883,0.2546462191298492,0.07049734350344865,0.6173371656088272,0.2658017672332743,0.06384346910265674,0.21190731710379487,0.00197696381245995,0.031144518336371604,-0.0004655106608716038,-0.46642929624955776,-0.23701450813076452,750,0.3691522871917103,2.212962232270233,0.17050255179278082,0.4804270462633452,0.08226718303526881,0.17658883041126772,1
ADBE,-0.0716987735992508,0.3873841244173486,-0.18508443965557572,0.6906529704452501,0.16497532336283538,0.43164205793830657,0.3962016817380231,0.29103490250077796,0.4776781776369282,0.29233088107214933,0.14618939817505686,0.6479590643557475,0.3678518328699076,0.10560717050686722,0.325286695133028,-0.0007593560127322589,0.04492238382547225,-0.0001259894780689218,-0.6002149800846817,-0.3229979501894901,826,-0.9704828108813377,8.223241923072631,0.3200404023654128,0.4970344009489917,-0.24474437978148178,-0.22842053550962715,3
CRM,0.06090865019908817,0.38110950011260125,0.15981929125642977,0.6681224274629208,0.2110632464777487,0.4662295677624724,0.4015775740081494,0.2840316507187082,0.5073248358632738,0.31758810727391884,0.14592174543023903,0.6507066301203115,0.3609665215250583,0.12289590313816176,0.38767137806372387,0.0019277162204538072,0.04372762070673695,-0.0003211933315510003,-0.5835659510707277,-0.2803707475738151,777,-0.4204455547765054,7.959996208820444,0.2807327449130267,0.505338078291815,0.07303718730084663,-0.06876977203974799,1
NFLX,0.24146467760181337,0.4772482190564955,0.5059519720768814,0.5978133379656878,0.14704841351194958,0.3571208771278632,0.29238266798149576,0.18636080405090877,0.38013236865532835,0.28993291296928697,0.1427378881815373,0.5391247078394638,0.43146841468776775,0.2075809121983694,0.6482077412248781,0.004266034987902584,0.05597312503973518,-0.00014616541816372462,-0.7594731823071542,-0.3520900196392552,700,-1.8053011558596634,27.167415183141813,0.39233207492013217,0.49940688018979834,0.38651691028024815,0.5609030783786806,3
CMCSA,-0.053799630549929534,0.2656424291191404,-0.20252649672090015,0.4190284812819076,0.2297258440966354,0.4714053916343829,0.3929865050553359,0.3717679596779896,0.4470735223550249,0.22221595107271452,0.14835691020446723,0.47426371979963344,0.25723073605453406,0.06954590585407953,0.21202914355961922,-0.00150480173320738,0.03034623480793296,0.00021762751911613576,-0.4520801910910951,-0.20435468257622655,824,-0.6797997320326379,7.0205902357069565,0.20717455426399725,0.49347568208778175,-0.07294538773743853,-0.1194775150827233,1
PEP,0.011928666484616648,0.17539053013182995,0.06801203277993757,0.23946884564556972,0.12089493838745706,0.3447679736769711,0.5351371720766335,0.7916143343177093,0.35009695198750435,0.058297060040985824,0.2247696820552221,0.3501767995874829,0.16989976757493552,0.04313185778655352,0.14572160672364576,-5.8092332998946064e-05,0.0198975702946276,8.253435413371367e-05,-0.23303467081538126,-0.08192189201750577,550,-0.4224814094702502,2.8213892116421966,0.129537751282507,0.5148279952550415,-0.12955455541413752,-0.12252077543194928,1
COST,0.22358151944427926,0.24210230478141054,0.9235001692616956,0.6077791044955155,0.15899265370573756,0.4494758171554585,0.49470193339103447,0.6299232213440268,0.5163865487395647,0.2479140058707095,0.1581165236691659,0.6239279912623443,0.22437719209547058,0.08372984475179326,0.21437456508004102,0.0009129266242879982,0.02779166281879872,0.0008786485735940701,-0.3140243860773234,-0.10155310313783435,517,-0.7523710263723016,8.144152513024842,0.1892265091927658,0.5432977461447213,0.023500925205541368,0.253916998185034,1
CSCO,0.07279632088589881,0.2300964195071448,0.31637311454834866,0.544964750384301,0.2864542632582017,0.5221401657343788,0.473250468099774,0.462726582511866,0.555408692788644,0.20850638435959398,0.09713260892545,0.6033136631680049,0.2160947977497905,0.07803795936589959,0.19242646633345042,0.00017314340714113703,0.026581219415902246,0.0003275122894207364,-0.3667507245806469,-0.16723657189731414,705,-1.279735959455825,13.17988261222922,0.1872704252814567,0.5207591933570581,0.19019817304482434,0.26091012456794926,1
AVGO,0.4891581553462496,0.43355088611152104,1.128260075151651,0.7015324962301805,0.17381145821018626,0.3729537002922214,0.28377551322440947,0.19550903616707077,0.49346785089349304,0.2415180585027482,0.08587063401682185,0.6350721190536678,0.4079013320348734,0.14916724348098234,0.4468074889838395,0.007258914651180529,0.0496074161671007,0.0001656954184518611,-0.351621927513675,-0.10861529454978386,544,0.8697416367488012,10.65296968826078,0.272834419667503,0.5183867141162515,0.1241537062219138,0.436113026308387,1
INTC,-0.09596508817132748,0.4497893730028712,-0.21335561471950315,0.5391131854874326,0.2241120785192043,0.4099389763267629,0.3061487359241449,0.2532209938300154,0.4561204106659448,0.2069069959082183,0.08405670799631886,0.528484762280228,0.4212462423474125,0.13949191703079877,0.47983627896207964,-0.00015361313775832152,0.05166769296724032,-0.00045666724160854655,-0.6357125443211817,-0.3594399026373397,794,-0.4915134623830734,10.996099464277675,0.32821904546569375,0.49228944246737844,0.10897431978655847,-0.42308723274705196,3
AMD,0.07369123625652178,0.5203499873395714,0.14161859911496866,0.7588434461106851,0.18999914012066738,0.4491349813894759,0.32906257812092676,0.20794427735915372,0.5223521860479632,0.30535904955957904,0.11724710319356502,0.6842082859201467,0.5114554475376271,0.10499851817891553,0.36390683864308115,0.0031870723058887245,0.05800129718654028,-0.0006739834267911604,-0.6544994295506862,-0.34731392071833694,797,0.08504798329718757,1.4167539672295804,0.3362018901837537,0.4863582443653618,-0.269958315472706,-0.36282738336180476,3
QCOM,0.09859118014117245,0.3876294384807598,0.25434389226881715,0.7485296581272165,0.2560241557922227,0.4840161104347112,0.37423222537726536,0.26815942554444716,0.5640765387088521,0.29332245917844374,0.13785573005822738,0.7058406658527643,0.37597825739330937,0.10238462324185825,0.3240890050450915,0.0008850153540237573,0.043444147249433705,0.0002263809050058845,-0.4428841659775637,-0.2555017895466022,757,-0.09300946881746938,1.555301351251471,0.26327318749130474,0.5183867141162515,-0.04223854634272406,-0.04426351594852895,1
TXN,0.06565359381850534,0.2825962376405521,0.23232295789448318,0.7078275277052698,0.27802283016674584,0.5292783547142128,0.4659474096537384,0.3586643603312654,0.6343337270449318,0.27167730889511266,0.1533679300816941,0.7058495209092893,0.27799393955825136,0.06000685809383365,0.19749394104403425,0.0011945066651095424,0.03108302479169481,-5.128797975816643e-05,-0.2513378855213864,-0.10806876277505359,693,-0.020246621715828708,0.9549616221662873,0.17829598130194912,0.5041518386714117,-0.07470638285391917,0.1049392818443724,1
INTU,0.07861834865715293,0.36877884833525126,0.21318562334052896,0.7525829517856261,0.17373356756564604,0.5357402501805488,0.49910558785569525,0.33170194889746185,0.571976805946588,0.32110992593708987,0.20473215697140054,0.729376595978305,0.3465146611715613,0.11685079885212707,0.3639233068630966,0.0015450640427611692,0.041935029730427745,-9.970161093352515e-05,-0.49010049053243887,-0.2370965372625356,764,0.10286229093104204,2.2625303562111934,0.2484213697115866,0.5041518386714117,-0.04628081352329094,-0.05287642001711268,1
AMAT,0.11016453519187522,0.42902890197223603,0.25677648914898593,0.7716390703523196,0.2556745774192335,0.47391338355123497,0.39058784705689875,0.2538318239501538,0.5953290543526697,0.299277522671258,0.10642619540945686,0.7200259977938809,0.42002937209703545,0.09843237496235586,0.3103111799306804,0.0019021158549095204,0.04790488162794408,-5.19301353130538e-05,-0.5513920180451175,-0.231770081657362,703,-0.14385539507522913,1.071972350777934,0.28697421941818996,0.5005931198102017,-0.18988277653309815,-0.25875315919648734,1
BKNG,0.2379091971867907,0.3262736876898439,0.729170650784894,0.5894014795529964,0.26969929899006884,0.5641431925923954,0.3541806669029772,0.3088788800933592,0.5614331260708854,0.30423788594095513,0.04637415970589664,0.6146631344909589,0.3060590581845772,0.10726251643028917,0.3514606348325855,0.0008101291170581808,0.03718518728563652,0.0009888064334453925,-0.39531910679286586,-0.11696414231897048,500,-0.4452025210514899,2.60675416365449,0.244210975385332,0.5373665480427047,0.1631835703989537,0.3018930967939766,1
AMGN,0.1751624526331375,0.22779015317825446,0.7689641109994172,0.22364274897564967,0.1396485568750081,0.29852915739067554,0.516248430409176,0.4041335723673168,0.31902638785962195,0.11329890567072433,0.20533646893641408,0.3077527560376378,0.22022281389679463,0.06032333429193519,0.1740796350421759,0.002479857405682286,0.026158868952309716,9.922499494422088e-05,-0.24859958671226606,-0.08588401051208026,459,0.6998802140945497,8.555501694489509,0.14866536366843947,0.5100830367734283,-0.05313221863231277,0.16975384704218022,4
SBUX,0.022811762206157722,0.3211608688970676,0.07102908360068275,0.4917144729368927,0.18115196492199506,0.4591022828612061,0.4255408195591773,0.39752724593393574,0.47721616010564766,0.22161830750585956,0.16013148297604837,0.5255952833539081,0.2919598993221273,0.13880221850525018,0.37454430165076225,0.0012417269338350144,0.03789159994036177,-0.00029381899855638694,-0.3980060569474538,-0.17483651957791282,766,1.8594250454806087,31.725604139678655,0.21450111515259776,0.49466192170818507,0.008170710071751852,0.0709051760500774,1
GILD,0.20669722962042683,0.23381630082069782,0.8840154809348931,0.2229307466137776,0.13003837229558296,0.32212666612030566,0.47680315339117046,0.42637948337147585,0.295982090739107,0.10887309895322922,0.14493105019559197,0.30511220680740636,0.22508178575892965,0.06556676005527208,0.2113397970851092,0.0017879322453469,0.02683559299497738,0.0004971483274339114,-0.265898317178049,-0.10475153987907798,608,0.8568887363267208,11.5485828991033,0.15044212748320332,0.5243179122182681,0.29131071297566047,0.5152182677862032,4
MDLZ,0.05206188330873924,0.19060790257518095,0.2731360169508429,0.27294344036002566,0.1302466256197617,0.39128402121547995,0.4923935528219724,0.7696549323070383,0.3898648398488652,0.06554009417974138,0.2367674526332106,0.3809077744712911,0.1842116207447543,0.040807688291504794,0.1344405821431441,0.0003713525165596619,0.021387923074720358,0.00015158863031668708,-0.2515795971132872,-0.08093809548718975,554,-0.38875650012749374,2.617861540295485,0.13538153642557377,0.5148279952550415,-0.11303268757912888,-0.07614077267920527,1
ADP,0.12437099951483431,0.21771005560278506,0.5712689713411808,0.5689866929497114,0.29551878359624023,0.5940196445565806,0.6019919956986126,0.5170036499839701,0.6568069106490014,0.2374471251866743,0.18264193496279818,0.6501109698312793,0.20668758116715802,0.06979394121415107,0.22379204468389605,0.00036040901065095967,0.02492826955349493,0.0005379814941020727,-0.21751775739707854,-0.09069170848260659,553,-0.5513934310751346,6.3561029837949174,0.16587619319403676,0.5183867141162515,0.09272309015352254,0.22641500244809198,1
ISRG,0.16191965848497333,0.34131535522309864,0.47439898617844356,0.6659599893099588,0.19854146544429122,0.4848024945246541,0.5809736506893206,0.3855909672362583,0.5429560087820327,0.2943677114127773,0.19342178165423363,0.6747413694379771,0.3231625569227092,0.1033692133202971,0.3232706710322897,0.001487197820855875,0.03932174590618867,0.0003605396672963371,-0.49883646873671045,-0.1836537130520068,565,0.07545720168179995,5.535420346824406,0.24200466492212827,0.5290628706998813,0.04603038626766742,0.2975303542697243,1
LRCX,0.18792136251667163,0.44698561835536593,0.4204192591432974,0.7661616317693373,0.23794358111194316,0.4640307437811964,0.362360959896961,0.2449689243720694,0.580410197405977,0.29121274997119806,0.11428865251138884,0.7077614732779812,0.43740080948720883,0.10540142391297457,0.32835203659031126,0.004447795051117378,0.05013402098333291,-0.0004902579983954883,-0.5639315366916723,-0.23079501404257222,664,-0.051545387090547186,1.1863832601216617,0.2962501771585121,0.49228944246737844,0.014829090217943985,-0.19749846034228113,1
ADI,0.11740584828761058,0.3191221998278702,0.36790247858324354,0.7375024515048786,0.2512283690390828,0.5407442331761543,0.47175573328184783,0.34102076238099305,0.6330976786707083,0.3084008407778723,0.17154223136569988,0.725317710507828,0.3130187291790382,0.07276065950801229,0.23717868030962225,0.0010489392160450337,0.03540331193841836,0.0002712410470094262,-0.2625395542228414,-0.09492046819369787,608,0.2475484948786258,2.155998737575913,0.19923333448164926,0.5148279952550415,-0.05561851460566314,0.10614609291107957,1
REGN,0.05551923037506853,0.27386511560603993,0.20272472546278575,0.30063940617637697,0.13391672255724335,0.3156452425484028,0.5068088668787659,0.3050514714149662,0.29952294040020866,0.09922915324093862,0.1406099404000593,0.35720338532219087,0.2554334279528517,0.09635653474187136,0.23077790672571546,-0.00028482488091107107,0.031456440322083085,0.00038896059231204944,-0.45136621253083237,-0.10788532503474875,418,1.1751919033899398,19.09135134883119,0.18613809023748826,0.5148279952550415,-0.4219807911010288,-0.3162783467128498,4
PYPL,-0.21776078066859275,0.43956802492153446,-0.495397227101458,0.5838094650786668,0.2074616447072106,0.5243368656291347,0.3856978498356605,0.2818812553757722,0.5024921898561084,0.32978416699158003,0.19584464283912376,0.5869469910647154,0.4182027364152304,0.14438641504994512,0.41080102008082614,-0.001800300585383658,0.05026986759694018,-0.0005515794867490697,-0.7663560077087034,-0.6204211936117091,838,-0.8541416400691721,9.422032820806088,0.33430874718625786,0.49940688018979834,-0.07542992124012049,0.07302694096804951,3
MU,0.2002998799810724,0.4723365645535185,0.42406177080617957,0.6491163624975085,0.1856065920075432,0.41585753016325444,0.2734531082018401,0.16198338033892182,0.4809408036435252,0.2837995830437413,0.05398522908941705,0.5977589402633398,0.4559786451394207,0.11821803585640626,0.38379398351049365,0.004860385828321148,0.05267733893727125,-0.0005624851594801588,-0.4962753393089872,-0.28165512235421314,741,0.16694545445756673,2.5736426225096207,0.29835875456096334,0.498220640569395,0.06903451730083887,-0.1137540113625165,1
VRTX,0.3367120656714727,0.27265301617078735,1.2349471515127468,0.3304137017799862,0.16164076860279544,0.29351289434342714,0.5213385307964308,0.3352158926799207,0.307754991527498,0.14414531578859366,0.12753521218545358,0.3777388733791566,0.25980219598586934,0.08542258728751258,0.28180155412031727,0.001854550104509189,0.031428151012544765,0.0011630885398086757,-0.23241858159935339,-0.05702683187178666,363,0.2125762242253319,9.013528848162775,0.1996591748913263,0.5705812574139977,0.10070544492470668,0.23100238327967615,4
MRNA,-0.36209105109360196,0.6437312879199717,-0.562487885688441,0.3737831643864551,0.05464159807319725,0.2624065206124306,0.31694750382618514,0.15281921481842714,0.29357504417674857,0.18815423508266024,0.2044450612848884,0.3594681323598943,0.6088847301354583,0.16844985343751737,0.5631553826260152,0.00017216138201606076,0.07372843615878508,-0.0019740614393489084,-0.9178584036916223,-0.6662362607747484,830,0.42165511844715575,3.5594443277208367,0.40676278505256835,0.4555160142348754,-0.4798295494139454,-0.6717263966652017,3
NXPI,0.08808976829684474,0.3819945233640634,0.23060479380980542,0.7323633080822632,0.24251687479627773,0.5172128901381989,0.4232482144252606,0.2976226710930907,0.6158855066754204,0.30049941306513406,0.13350239530373703,0.7065183688643191,0.3732942499955031,0.08680555497095659,0.28411511167315856,0.001112664356966267,0.04149796439070002,9.479283130920837e-05,-0.4116169141203925,-0.18825527835207126,703,-0.05409175502652135,0.3538739793956389,0.23847718093955267,0.5172004744958482,-0.08088244266579281,-0.12707736452632168,1
KLAC,0.27539282200852094,0.4190307556996186,0.6572138638098817,0.7749030246727169,0.24805076729145062,0.4822689214181905,0.38874084170289847,0.2359478190148668,0.6024691300085098,0.292525699850036,0.09881221930271818,0.7221044217431399,0.41128795522094796,0.10105959632288351,0.29602524594650387,0.0023554685783882643,0.046805271930471626,0.0006712827362311783,-0.4028338114553688,-0.13509555122883188,597,-0.24111245093253503,1.738384319439795,0.2844316558754573,0.5172004744958482,-0.03617667773875399,0.029582890448637267,1
MELI,0.232317348018431,0.5374930616958953,0.43222390124520776,0.6389626044614567,0.19217975597174908,0.4698788846078462,0.39889449385265224,0.2822376451191992,0.48551037690454707,0.3120773357005867,0.16348220006380007,0.611074696857946,0.4950656406729179,0.21835790124387255,0.7030273324630392,0.0017269189619280158,0.061825153057814664,0.0006531280724828018,-0.624849206861726,-0.24175789364136197,703,-0.027381717658631125,3.2054608881355127,0.37772041276398427,0.5183867141162515,0.01452646873143193,0.371937943279663,1
ASML,0.06775040702111848,0.4305271724703346,0.1573661579416031,0.7711021716792569,0.24012848839408352,0.46565943250082553,0.39830747755592844,0.26681230933821753,0.5864060619860284,0.32090815785078725,0.14827808004849818,0.72020653124022,0.4167325918028114,0.11570076670526515,0.3578216663970367,0.0006241820575697245,0.04854901684947421,0.00015021966517044373,-0.5647347411924261,-0.25932487785774766,778,-0.13597180359659358,3.2362495733304617,0.29620174538095934,0.501779359430605,-0.08073638418942575,-0.2592277880212277,1
ABNB,-0.004942112660797168,0.4733779309676159,-0.010440099416327167,0.6334211305486862,0.2451575171258103,0.47939513643327125,0.3075022738366585,0.22625128419440102,0.5060743856820015,0.3092773977864353,0.10469652214844133,0.6085699481885576,0.4465629818047176,0.15142535815539118,0.47966188569623,0.000595064975246118,0.0539077272385733,-0.00022482793246960176,-0.6019014758409852,-0.3602001904433629,837,-0.08750922547770201,2.525098616668869,0.3258359778599972,0.5005931198102017,-0.0103673229722141,-0.2280888751464818,3
COIN,0.28485127669596355,0.930787318665462,0.30603261452291347,0.5811050058252853,0.15293100530241338,0.4318875636498292,0.27957601064574367,0.176958141697806,0.44503299253469475,0.5912527476270377,0.12968355127403933,0.5482302059111807,0.894003534779409,0.26817956822983613,0.8344920715575393,0.008920956331789116,0.103699059359732,-0.001470611461593289,-0.9061237452076288,-0.5797094715134036,835,0.4033682008462568,2.1913255323574945,0.5507038971965512,0.4709371293001186,0.19372095747939055,-0.2250381935643786,3
ROKU,-0.0966582721072323,0.7331047509952894,-0.1318478320813029,0.5546065497437175,0.1318121396665871,0.4028682692998046,0.3065980553628602,0.17555808161078226,0.4125970747035945,0.28098317163521874,0.17831690010023432,0.5222173054339978,0.6954684940969308,0.24284913152258908,0.7730380097535585,0.00152973506969788,0.08426321453480821,-0.0010223402433216073,-0.859654197944351,-0.6988222918119444,839,0.47180580489862606,7.047877832436473,0.4898561841328163,0.49347568208778175,0.06853468750241487,0.27259910742182414,3
SNAP,-0.16220289908250535,0.8164889503995899,-0.1986590253341741,0.47700798824007495,0.1270531031622939,0.32445972872906903,0.24684269292376998,0.10209677915978425,0.3111419965749289,0.23954130257131984,0.04706767169658079,0.4364251391712142,0.7335732019568338,0.3891400192685217,1.1776124723044006,-0.0009993398811333947,0.09691409129565118,-0.0005249155098887837,-0.8602557104363736,-0.7203731514241527,836,0.007828065468491859,34.46903743785737,0.6842955107741606,0.4887307236061684,-0.05074629046793522,-0.145161282052772,3
