Ticker,Asset_Class,Category,Mean_Return,Volatility,Sharpe_Ratio,Skewness,Kurtosis,Downside_Volatility,Max_Drawdown,Percentile_5,Percentile_95,Rolling_Volatility,Win_Rate,Gain_Loss_Ratio,Correlation_SPY,Beta_SPY
SYF,Stock,Financial,0.1287032074670241,0.3724497891603139,0.3455585456423128,0.5549753366119692,5.662857670835269,0.236214746719077,-0.445958145082356,-0.0338664357902994,0.0344905529915058,0.3592039448028039,0.5183867141162515,0.9782475216650416,0.611702242359732,1.3124278794577091
SPY,ETF,Broad Market,0.0940372188568322,0.1735930596734282,0.5417107056799368,-0.1654221154416932,1.6320137518396125,0.121178284422431,-0.2449639914997129,-0.0175123406835385,0.0179967227210817,0.1628304455422522,0.5290628706998813,0.9709332606116604,1.0,1.0
QQQ,ETF,Tech,0.1035156609263241,0.2351062780024782,0.440293053021889,-0.1332352965396049,1.1723819600246248,0.1607904574311052,-0.351187244236916,-0.0244747223205578,0.0240994729510995,0.2232323203176984,0.531435349940688,0.948928127379034,0.9514732741291666,1.2886306659965003
IWM,ETF,Small Cap,0.0020503430248742,0.230353398028241,0.0089008586043209,0.0814587171290801,0.7715814344540668,0.1413195075678116,-0.3104171230342338,-0.0235683113748499,0.024275244232639,0.2247585926833907,0.5041518386714117,0.9849454254407176,0.8530414408791065,1.1319634260440838
DIA,ETF,Blue Chip,0.0788899460000528,0.1468073983609681,0.5373703701640378,-0.1276465365722058,1.5755871544432818,0.1010943693779529,-0.2075721202840833,-0.0147690757710867,0.0153487874287668,0.1388603433557798,0.5302491103202847,0.9705546628090695,0.920494913063442,0.7784612106357994
VTI,ETF,Total Market,0.0812567547888272,0.1784478399589243,0.4553529748946873,-0.1591608912987357,1.531407499126666,0.1238970400706561,-0.2536332266448266,-0.0180693794565575,0.0184519001153009,0.167507177952303,0.5219454329774614,0.97682941350118,0.9954521225222916,1.023291376860386
VOO,ETF,S&P 500,0.0945181159036461,0.1731897694891171,0.5457488406068091,-0.1780546478001432,1.622573359163355,0.1210514015695985,-0.2452071706461706,-0.0175109011694464,0.0179089424660815,0.1625818418542199,0.534994068801898,0.9510207948104292,0.9997110218038844,0.9973885001374082
VEA,ETF,International,0.0478384089249946,0.165385408883719,0.2892541080128137,0.1869171220467306,1.735039700142548,0.1045802171600563,-0.2899607443850976,-0.0160003129814961,0.0161518083930367,0.1585944146201978,0.5088967971530249,0.990812682569282,0.8184743254872743,0.7797760534677576
VWO,ETF,Emerging,0.0193194608635578,0.1739833100013061,0.1110420353734666,0.3955965161404317,3.400380388230012,0.1081940407770935,-0.2986865925096935,-0.0174906874084892,0.0174051612390109,0.1678475476606087,0.498220640569395,1.0163279987728135,0.6499606996576032,0.651421860470288
AGG,ETF,Bonds,-0.013147812840512,0.0685524461337108,-0.1917920305114622,0.1383728157114276,0.9248602675369412,0.0415481003648381,-0.172407671802325,-0.0068664906516836,0.0069201208058382,0.0672981064516006,0.494661921708185,0.983576865102872,0.2194019918996035,0.0866425377812996
LQD,ETF,Corp Bonds,-0.0198549300461718,0.0959879148759435,-0.2068482274235537,0.1367380546835095,1.2466110310209355,0.0596969260057741,-0.24329595018265,-0.0100442917363343,0.0097491276768432,0.0930698098965542,0.5029655990510083,0.9533024246263612,0.3691819522895982,0.2041383790156959
HYG,ETF,High Yield,0.0323406224000158,0.0852812250617348,0.379223239072898,-0.023800128154653,4.155037496581285,0.0597195907012703,-0.1579028757268711,-0.0080303235492541,0.0087766572820983,0.0774469830919458,0.498220640569395,1.0619442569102602,0.7521990525991924,0.369533533291104
TLT,ETF,Treasuries,-0.1026790387614333,0.1747546789098835,-0.5875610278473988,0.0982702543475821,0.1272423812071541,0.1023018253071614,-0.4369652580128421,-0.0179961720834263,0.0172747510229794,0.1720928392321533,0.4899169632265717,0.9448375709862477,0.0660231675131737,0.0664649696311805
IEF,ETF,Mid Treasuries,-0.0271601664774922,0.0865405262907537,-0.3138433245279919,0.2121812688049925,0.6537589855607768,0.0505024784092059,-0.2039749812739394,-0.0086913991562614,0.0083148714689064,0.0847441969467537,0.4875444839857651,0.9950169767327284,0.1001440920820698,0.0499243601673702
SHY,ETF,Short Treasuries,0.0152204152068662,0.0224987810483861,0.676499547870306,0.5744002184849518,4.361832586542662,0.013961439057918,-0.0525138154508707,-0.0020916835554688,0.0022273992467755,0.0213672139079314,0.4899169632265717,1.0953788500822148,0.1130098580722761,0.0146468070662534
